,city_id,city_name,lat,lon,date,time,temperature,feels_like,humidity,weather_type,description,wind_speed,precipitation
178,6454707,Rouen,49.4405,1.094,2023-09-19,21:00:00,16.25,15.78,71,Clouds,overcast clouds,4.42,0.0
179,6454707,Rouen,49.4405,1.094,2023-09-20,00:00:00,15.16,14.82,80,Clouds,overcast clouds,4.96,0.0
180,6454707,Rouen,49.4405,1.094,2023-09-20,03:00:00,14.53,14.28,86,Clouds,overcast clouds,4.75,0.0
181,6454707,Rouen,49.4405,1.094,2023-09-20,06:00:00,14.11,13.9,89,Clouds,overcast clouds,5.4,0.0
182,6454707,Rouen,49.4405,1.094,2023-09-20,09:00:00,19.02,18.88,73,Clouds,overcast clouds,7.83,0.0
183,6454707,Rouen,49.4405,1.094,2023-09-20,12:00:00,21.54,21.39,63,Clouds,overcast clouds,7.65,0.0
184,6454707,Rouen,49.4405,1.094,2023-09-20,15:00:00,23.73,23.54,53,Clouds,overcast clouds,7.22,0.0
185,6454707,Rouen,49.4405,1.094,2023-09-20,18:00:00,21.37,21.02,56,Clouds,broken clouds,7.2,0.0
186,6454707,Rouen,49.4405,1.094,2023-09-20,21:00:00,19.76,19.44,63,Clouds,overcast clouds,7.58,0.0
187,6454707,Rouen,49.4405,1.094,2023-09-21,00:00:00,18.08,17.93,76,Clouds,overcast clouds,7.43,0.1
188,6454707,Rouen,49.4405,1.094,2023-09-21,03:00:00,17.07,17.18,90,Rain,light rain,9.0,0.83
189,6454707,Rouen,49.4405,1.094,2023-09-21,06:00:00,15.62,15.67,93,Rain,moderate rain,2.94,1.0
190,6454707,Rouen,49.4405,1.094,2023-09-21,09:00:00,17.23,17.1,80,Rain,light rain,4.54,0.51
191,6454707,Rouen,49.4405,1.094,2023-09-21,12:00:00,19.26,18.73,57,Rain,light rain,6.24,0.41
192,6454707,Rouen,49.4405,1.094,2023-09-21,15:00:00,18.34,17.85,62,Rain,light rain,6.99,0.64
193,6454707,Rouen,49.4405,1.094,2023-09-21,18:00:00,14.4,14.01,81,Rain,light rain,4.95,0.9
194,6454707,Rouen,49.4405,1.094,2023-09-21,21:00:00,12.45,12.07,89,Clear,clear sky,5.11,0.12
195,6454707,Rouen,49.4405,1.094,2023-09-22,00:00:00,11.65,11.14,87,Clouds,few clouds,4.76,0.1
